policy,alpha,es,energy,deadline_d,mean_aaoi,std_aaoi,tx_rate
TTRQ,0.60,0.60,1.0000,0,7.5841,0.0318,0.4650
TTRQ,0.60,0.60,1.0000,1,6.0818,0.0144,0.5566
TTRQ,0.60,0.60,1.0000,2,4.8366,0.0291,0.5771
TTRQ,0.60,0.60,1.0000,3,4.8355,0.0113,0.5738
TTRQ,0.60,0.60,1.0000,4,4.8338,0.0093,0.5828
TTRQ,0.60,0.60,1.0000,5,4.8264,0.0127,0.5825
