policy,alpha,es,energy,deadline_d,mean_aaoi,std_aaoi,tx_rate
HARQ,0.10,0.30,1.0000,3,9.7424,0.0000,0.3000
HARQ,0.20,0.30,1.0000,3,7.3936,0.0000,0.3000
HARQ,0.30,0.30,1.0000,3,6.4475,0.0000,0.3000
HARQ,0.40,0.30,1.0000,3,6.2180,0.0000,0.3000
HARQ,0.50,0.30,1.0000,3,6.2748,0.0000,0.3000
HARQ,0.60,0.30,1.0000,3,6.4420,0.0000,0.3000
HARQ,0.70,0.30,1.0000,3,6.6872,0.0000,0.3000
HARQ,0.80,0.30,1.0000,3,6.8893,0.0000,0.3000
HARQ,0.90,0.30,1.0000,3,7.1483,0.0000,0.3000
