policy,alpha,es,energy,deadline_d,mean_aaoi,std_aaoi,tx_rate
HARQ,0.10,0.60,1.0000,3,9.7424,0.0000,0.4102
HARQ,0.20,0.60,1.0000,3,7.3909,0.0000,0.5382
HARQ,0.30,0.60,1.0000,3,6.2985,0.0000,0.6000
HARQ,0.40,0.60,1.0000,3,5.7958,0.0000,0.6000
HARQ,0.50,0.60,1.0000,3,5.6262,0.0000,0.6000
HARQ,0.60,0.60,1.0000,3,5.6671,0.0000,0.6000
HARQ,0.70,0.60,1.0000,3,5.8819,0.0000,0.6000
HARQ,0.80,0.60,1.0000,3,6.2397,0.0000,0.6000
HARQ,0.90,0.60,1.0000,3,6.6803,0.0000,0.6000
