policy,alpha,es,energy,deadline_d,mean_aaoi,std_aaoi,tx_rate
TTRQ,0.10,0.60,1.0000,3,9.7197,0.0109,0.1647
TTRQ,0.20,0.60,1.0000,3,7.2873,0.0099,0.3033
TTRQ,0.30,0.60,1.0000,3,6.0696,0.0051,0.4388
TTRQ,0.40,0.60,1.0000,3,5.4338,0.0130,0.5150
TTRQ,0.50,0.60,1.0000,3,5.0595,0.0183,0.5825
TTRQ,0.60,0.60,1.0000,3,4.8355,0.0113,0.5738
TTRQ,0.70,0.60,1.0000,3,4.8006,0.0136,0.5160
TTRQ,0.80,0.60,1.0000,3,4.7526,0.1054,0.5771
TTRQ,0.90,0.60,1.0000,3,4.7438,0.0460,0.5265
