policy,alpha,es,energy,deadline_d,mean_aaoi,std_aaoi,tx_rate
ARQ,0.10,0.60,1.0000,3,11.1600,0.0000,0.6000
ARQ,0.20,0.60,1.0000,3,9.3882,0.0000,0.6000
ARQ,0.30,0.60,1.0000,3,8.4978,0.0000,0.6000
ARQ,0.40,0.60,1.0000,3,8.0017,0.0000,0.6000
ARQ,0.50,0.60,1.0000,3,7.6963,0.0000,0.6000
ARQ,0.60,0.60,1.0000,3,7.4923,0.0000,0.6000
ARQ,0.70,0.60,1.0000,3,7.3471,0.0000,0.6000
ARQ,0.80,0.60,1.0000,3,7.2386,0.0000,0.6000
ARQ,0.90,0.60,1.0000,3,7.1543,0.0000,0.6000
